text,predict
由今日头条与中民社会救助研究院共同举办的中国老年人走失状况白皮书发布会至此结束。感谢每一位关注老年人走失问题的朋友，希望寻人的路上我们一同努力。头条寻人是今日头条自2016年2月15日启动的一个面向全国的公益寻人项目，旨在利用平台庞大用户量与精准推送技术，帮助各类家庭寻找到走失亲人。,1
有些汪星人小时候跟长大了真的是完全不同的两种画风啊！有的是体型突飞猛进，有的是气质上有了天差地别！[笑cry][笑cry][笑cry]via.汪星人日记 一首M鹿M《某时某刻 Catch me when I fall》 某时某刻 Catch me when I fall 伴您入睡，晚安！,1
约吗？春风十里不如赛特陪你！您的老朋友，总有新感觉！[给力]今日头条 #今天，就看今日头条#,1
再爷们的男人有了女儿之后都要变成小公举...[笑cry] via.精彩表情君 看着好有爱[心][心][心]一首TFBOYS-易烊千玺《你说-易烊千玺》 你说-易烊千玺 伴您入睡，晚安！,1
在今日头条 看到有趣的事，就#安利一下#给小伙伴儿们吧。#今天，就看今日头条#,1
在哪里存在，就在哪里绽放。不要因为难过，就忘了散发芳香。—— 渡边和子《就在你所在的地方生根开花》早安[兔子],1
在信息爆炸的世界里，谁能成为头条？看今日头条，约会泰康，预见属于你的幸福！今日头条,1
这……这……这是埃塞俄比亚航空空难的那个吗？？？[吃惊][吃惊]好恐惧啊 #埃塞俄比亚客机失事#逝者安息?? ,1
这TM绝对是来捣乱的 我连贫穷户都算不上 ,1
这波操作太骚了 ?         ,1
这不我刚刚听到的信息，湖北英山县的英山旅游区，一条大峡谷上面的索道钢丝绳突然拆断，上面有五十多人，一起掉下万丈深沟，最新消息说当场就有十几人丧命，剩余...            ,1
这不知道还有用吗？据说骑电车戴耳机，撞车耳机线把喉管勒断了，切记骑电车别戴耳机了 ,1
这次台风??（利奇马）登陆乐清湾 ,1
这个比瑞典警察还猛。。。 ,1
这个景象和2008年汶川地震时一模一样，当年亲身体验过地震，现在看了这个样子都后怕#台风山竹##超强台风山竹# ,1
这个厉害了，这下没人和她老公玩了[允悲] ,1
这楼梯是往上还是往下？[思考],1
这么久没锻炼，腹肌都没了[微笑]努力把腹肌再捡回来[鼓掌],1
这三个姑娘又来啦~真好听！希望我的存在能让你不那么孤独 甚至温暖起来。 秒拍视频,1
这是韩国工程建设公司承建的老挝一个水电站大坝，发生坍塌事故的场面，已经造成了数人死亡，数百人失踪的惨剧。韩国的建造质量就和韩国黑哨一样，经不起世界的检...            ,1
这是河北的玉米地吗，竟然有豹子，旅游的人小心了！[吃惊] ,1
这是河北邯郸电视台新闻主播，台上突然心梗，年仅26岁！一点征兆都没有，生命只在一瞬间！  生命太脆弱，不要纠缠过去，更别奢望未来，要活在当下！ ,1
这是河北邯郸电视台新闻主播，台上突然心梗，年仅26岁！一点征兆都没有，生命只在一瞬间！  所以，工作别太拼，不纠缠过去，别奢望未来，活在当下！ 给我们...            ,1
这是今天上海闸北大华新村，因手机充电器引起的大火，一个人扒在防护窗上活活被烧死，惨不忍睹！注意 ：晚上所有充电器都拔掉！家中人不在时一定不要充电！ 切记...            ,1
这是今天上海闸北大华新村，因手机充电器引起的大火，一个人扒在防护窗上活活被烧死，惨不忍睹！注意 ：晚上所有充电器都拔掉！家中人不在时一定不要充电！ 切记...            ,1
这是今天在罗庄，一个伪装冷饮的车偷小孩抓住他了，放假了，看好自己的小孩，大家一定要看好自己的孩子！万能的朋友圈请速速转发，避免再有小孩受害。 ,1
这是哪位道友在渡劫。 ,1
这是前几天飞澳门的飞机??遇到切风，迫降深圳的，深圳宝安机场?? 飞机怎么瞬间跟玩具一样掉下来[撇嘴] ,1
这是什么操作[傻眼][傻眼] ?         ,1
这是世博会上的中国制造特色茶杯，一出来轰动博览会[good] ,1
这是我今天看到最扎心的视频 埃航失事客机黑匣子自动记录仪录下的最后10秒钟……用力拥抱享受每一天 该吃吃该喝喝该穿穿 因为你永远不知道意外和明天哪一个先来...            ,1
这是一个乘客捕捉到埃塞俄比亚航空坠毁前最后时刻的视讯，此时飞行员刚刚宣布他已经完全失去飞机的控制权…… 临死亡前几分钟，你会怎么做怎么看？[飛機][求關注][....            ,1
这是一个乘客用手机拍摄到，埃塞俄比亚空难最后一刻的珍贵视频。此时飞行员刚刚宣布他们已经完全失去飞机?? 的控制权了，面临最后死亡的几分钟，你会怎么做，??所以...            ,1
这是真的额？ ?         ,1
这是中国南航航空公司的波音747客机，满载450名乘客。它的一个发动机被一架无人直升机撞了并引起另一个引擎失火，飞行员飞得水平非常高，沉着应对将飞机停在京通...            ,1
这是中国南航航空公司的波音747客机，满载450名乘客。它的一个发动机被一架无人直升机撞了并引起另一个引擎失火，飞行员飞得水平非常高，沉着应对将飞机停在京通快速公...            ,1
这算谋杀吗 ,1
这台风大的恐怖[傻眼]幸好没有来浙江。。。粤港澳的朋友要做好抗台准备了[允悲] ?         ,1
这堂客双十一购物23万，直接吓死了老公，也算奇闻了。还好是三年前的旧闻！ ?         ,1
这位赌徒，赌球输了就跳楼[吃惊][吃惊][吃惊][吃惊] ,1
这只年迈的哈士奇名叫Pao，它已经16岁了，几乎走不动路，但它的主人非但没有抛弃它，还特意为它做了专属的车子，主人每天都会拉着Pao四处散步，看着心好暖！[心][心][心]秒拍视频 （via.汪星人日记） 对这个世界，温柔以待，晚安！,1
這首歌，演唱者唱功穩定，感情充沛，尤其真假音的轉換很自然，演唱前設計的獨白跟歌曲情感搭配恰到好處，如果能精簡一些會更好～繼續加油！ // 听完这首歌，已流尽一生十万毫升泪水 ，,1
真的是从未见过行动如此迅速跳脱的“熊猫宝宝”[二哈] 睡前放松一下，用热水泡泡脚丫子。听着华晨宇yu 的我的滑板鞋2016 ，准备睡觉吧！新的一周要加油，晚安[心],1
执行斩首伊朗恐怖军头苏莱曼尼而名声大噪的”地狱火”飞刀型和爆炸型导弹。这种新式导弹近年来被用于几次无人机打击，新式导弹最大的特点在于它的战斗部不携带爆炸物...            ,1
直击泰国翻船现场#泰国游船翻船# ,1
只求转发 甘肃省西峰人 继父 望有关部门尽快救救这个可怜的孩子 ????????????????畜生畜生?????? ,1
只求转发，继父，甘肃省，西峰人，望有关部门救救可怜的孩子[难过]甘肃公安头条新闻,1
只要你会添腚，一切皆有可能成龙,1
志同道合，所谓知己。Uber拼车上的同路人，与你是否志趣相投？今日头条携手uber优步 ，让今日头条大数据，帮助你在10秒遇见未来知己。点击链接进入游戏，立即获得惊喜拼车优惠。,1
中方宣布对来自美国的2493个进口药品加征25%关税… ?         ,1
中国互联网寻人月度报告（2016.11）11月份，今日头条头条寻人发布了831例寻人启事，形成了这份2016年11月的中国互联网寻人月度报告。我们希望通过描摹中国互联网寻人信息的图景，帮助更多人、更多机构来了解中国社会人口走失问题的轮廓和面貌。同时，通过发布每月的月报，也可以清晰展现互联网寻人的发展变化。,1
中国老年人走失状况白皮书通过定性与定量分析对首次对走失老人总量、家庭情况、救助情况进行深入调查。数据显示，全国走失老人每年在50万上下，平均每天走失老人约为1370人。其中，72%的走失老人存在不同程度的记忆力退化问题，老年痴呆症与人口流动大大加剧了走失风险。 北京·中华人民共和国民政部,1
中国正式宣布：无限期封杀！澳大利亚彻底凉凉？！_澳洲 ,1
中山公交一位女生被强奸，在虎扑看到的这个视频，内容不长，在公交上一位女生被这个男的，扒掉上身内衣并试图进一步猥亵，女生期间疯狂反抗，嘶吼的声音我听...         ,1
中信证券公告称，昨晚对中国人保给出“卖出”评级的报告系公司分析师个人所为，目前该员工已被开除。（澎湃） ?            ,1
重磅传闻：佛山近期将推出楼市限购放松政策，针对广州人只需要在广州连续缴纳一年社保，即可以在佛山购房，政策估计本月28日公布。评：1、传闻在佛山楼市盛行，有鼻...            ,1
重大失误，估计凶多吉少了~[可怜]#奇趣视频[超话]# ,1
重要提醒：因火星的小恒星今晚靠近地球辐射大，今晚一定要关闭手机。提醒家人今晚 12:30 - 3:30请务必关机：电视已经宣布了这一消息。请仔细阅读一下和照顾好自己...            ,1
重要通知！！！以后支付宝打款请勿备注货款、型号、或者自带标签。谢谢配合。用支付宝转账的时候、千万不要选标签哦！！！如果你们的支付宝包更新了、千万注意！...         ,1
主人把家里的柴柴打扮成无脸男，柴柴呆呆的样子萌死了。。。柴柴：''今天第一次扮无脸男有点紧张，我应该要准备什么呢？很急，在线等''[doge] via.我和宠物的日常秒拍视频 一首华晨宇yu 《齐天大圣》伴你入睡，晚安啦！么么[兔子] 齐天大圣-华晨宇yu,1
转：河南许昌襄城县水利局领导儿子今年高考670分，庆祝后醉驾，车上6人全部遇难。 ,1
转自朋友圈：被拐儿童在广东汕头派出所，口音像菏泽及其周边的，转发一下希望早点找到他爸妈！你的冷漠，可能会失去他们团聚的机会。爱心接力??！ ,1
总有起风的清晨，总有暖和的午后，总有绚烂的黄昏，总有流星的夜晚，所以不如保持顺其自然的心境，把握每一个瞬间，试着去做，去面对每一个昨天、今天和明天。早安，新的一天，请为自己加油！[心],1
最牛新闻，看今日头条，黄金金融，玩儿国美黄金！,1
"昨天俄罗斯航空展，意大利飞行表演队发生意外，飞机空中相撞,损毁十架飞机，比空战更惊心动魄，场面惨烈…… ",1
"昨天俄罗斯航空展，意大利飞行表演队发生意外，飞机空中相撞,损毁十架飞机，比空战更惊心动魄，场面惨烈…… ??? ",1
昨天甘肃金昌，武威被偷了三个孩子，兰州也丢了两个孩子～有一个陌生人刚把孩子迷晕，幸好被人及时发现，偷孩子的两个人被抓了起来，现关在武威东关派出所。根据...            ,1
昨天很重要，它是我们不可或缺的经验；明天很重要，它让我们有了憧憬和梦想；但最重要的，是我们今天要做的一切。告诉自己：把握当下，怀着积极心态过好每一个今天，不要躲藏在昨天的阴影中，也不要沉迷在明天的幻想中，认真过好每一天，早安，加油！,1
昨天晚上缅甸棟支孔明灯爆炸，现场600多人受伤，惨不忍睹?????? ,1
昨天晚上缅甸棟支孔明灯爆炸600多个人受伤?? ,1
昨天晚上咸宁市崇阳县沙坪坝百货大楼对面的李先生牛肉面饭店里，二个家庭带着小孩在临近的二桌吃饭，因为孩子碰撞问题，其中一个孩子妈妈不依不饶，导致孩子爸爸...            ,1
昨晚广州人和美食街吃小龙虾中毒事件希望以后大家少一点吃小龙虾 ,1
昨晚国足输给叙利亚，足协致歉，里皮辞职。叙利亚为了庆祝这场胜利，政府军和反对派武装组织决定停火48小时！停火48小时能够挽救多少生命，说真的这条新闻很暖心...         ,1
昨晚缅甸棟支：孔明灯爆炸死伤惨重??????这是盲目自信导致的结果，他们在人群的中心点燃孔明灯，并且在孔明灯上放置烟花，结果引发一场悲剧。死500多，伤600多。 h...            ,1
昨晚缅甸举办大型孔明灯表演，升空不久即发生意外，炸死500多人烧踏伤600多人。好奇害死猫 ，越是人多拥挤场合危险系数就越高，尽量少去揍热闹[悲伤][悲伤] ,1
昨晚青岛暴雨，一人不幸被雷电击中，卷抛到空中，在空中且多次被雷击，场面十分恐怖，世界之大真是无奇不有. ,1
昨晚上广州白云区人和地铁外面美食街吃小龙蝦中毒！三个男两个女死亡大件事！千万不要回去美食吃小龙蝦中毒，注意饮食。 ,1
昨晚上广州白云区人和地铁外面美食街吃小龙蝦中毒！三个男两个女死亡大件事！千万注意饮食。 ,1
左腿有病，割掉右腿。手术台上刀子割开皮肤，然后医生停下加价，病人忍痛取出银行卡告诉密码，医院的人取出了钱，才继续做手术。还有这个只需要八毛钱就可以治好...            ,1
作家余秋雨的住院感受：这场大病使我象做了恶梦一样，领略了医院现实的利益熏心，我真切地感受到了我病了，这个社会更是病了，还病的不轻……,1
作为一个两次重度煤气中毒最终醒来的幸运者，我看到这个悲催的故事，真不知如何表态了。只求大家再遇到煤气中毒或触电身亡者，尸体多放几天，因为他们真有可能再活过...         ,1
做最智慧的选择，打磨最「不将就」的自己。今日头条 ——从这里，放眼看世界。,1
